year,head_no,programme_no,programme_name,actual,original,revised,estimate
2011,140,0,total,33090.5,34584.2,34664.7,37322.9
2011,141,1,Director of Bureau’s Office,8.4,11.5,8.7,11.6
2011,141,2,Social Welfare,135.7,184.1,129.4,253.2
2011,141,3,Women’s Interests,19.9,23.8,20.7,26.7
2011,141,4,Manpower Development,69.0,62.3,52.9,35.1
2011,141,5,Subvention: Skills Centres,87.6,90.8,90.3,90.3
2011,141,6,Subvention: Guardianship Board and Environmental Advisory Service,5.6,5.6,5.6,6.3
2011,141,7,Subvention: Vocational Training Council (Vocational Training),161.1,159.8,160.7,160.7
2011,141,0,total,487.3,537.9,468.3,583.9
2011,142,1,Efficiency Unit,136.4,137.5,134.5,150.2
2011,142,2,Government Records Service,31.4,32.7,32.8,33.2
2011,142,3,CSO-Administration Wing,272.3,312.6,282.0,398.7
2011,142,4,Protocol Division,36.7,41.9,41.4,42.7
2011,142,0,total,476.8,524.7,490.7,624.8
2011,143,1,Director of Bureau’s Office,6.1,6.1,6.1,6.0
2011,143,2,Human Resource Management,198.4,197.2,194.2,198.8
2011,143,3,Translation and Interpretation Services and Use of Official Languages,105.0,106.2,105.8,107.3
2011,143,4,Civil Service Training and Development,98.1,100.7,100.3,107.9
2011,143,0,total,407.6,410.2,406.4,420.0
2011,144,1,Director of Bureau’s Office,7.6,10.1,8.3,10.2
2011,144,2,Constitutional and Mainland Affairs,119.1,262.0,251.2,100.5
2011,144,3,Mainland Offices,113.3,122.0,117.4,124.2
2011,144,4,Rights of the Individual,42.0,43.9,45.2,15.8
2011,144,5,Subvention: Equal Opportunities Commission and Office of the Privacy Commissioner for Personal Data,125.3,131.7,133.4,137.4
2011,144,0,total,407.3,569.7,555.5,388.1
2011,147,1,Director of Bureau’s Office,11.9,11.9,11.9,12.0
2011,147,2,Revenue and Financial Control,122.4,130.1,120.8,128.3
2011,147,3,Service Departments,45.1,50.3,48.9,50.9
2011,147,0,total,179.4,192.3,181.6,191.2
2011,148,1,Financial Services,136.1,160.8,155.1,185.5
2011,148,0,total,136.1,160.8,155.1,185.5
2011,151,1,Director of Bureau’s Office,9.9,12.0,11.5,11.7
2011,151,2,Internal Security,116.7,127.4,3123.0,128.1
2011,151,3,Immigration Control,31.0,106.1,65.5,133.2
2011,151,0,total,157.6,245.5,3200.0,273.0
2011,152,1,Director of Bureau’s Office,9.8,11.5,9.7,11.6
2011,152,2,Commerce and Industry,145.6,150.5,143.6,150.7
2011,152,3,Subvention: Hong Kong Trade Development Council,370.8,374.5,374.5,378.3
2011,152,4,"Posts, Competition Policy and Consumer Protection",9.8,20.7,20.1,59.7
2011,152,5,Subvention: Consumer Council,78.2,76.7,77.4,76.0
2011,152,6,Travel and Tourism,108.1,126.0,107.5,163.9
2011,152,7,Subvention: Hong Kong Tourism Board,501.5,499.5,501.0,514.5
2011,152,8,Public Safety,0.4,0.4,0.5,0.5
2011,152,0,total,1224.2,1259.8,1234.3,1355.2
2011,155,1,Support for Research and Development,25.7,28.0,38.7,46.7
2011,155,2,Fostering University-Industry Collaboration,7.5,7.3,7.0,6.6
2011,155,3,Promotion of Technological Entrepreneurship,6.4,7.4,7.0,6.2
2011,155,4,Planning for Innovation and Technology Development,27.6,29.3,31.5,35.1
2011,155,5,Infrastructural Support,13.7,13.0,13.3,11.5
2013,37,2,Disease Prevention,1836.1,2415.9,2235.2,2490.6
2011,155,7,"Subvention: Hong Kong Productivity Council, Hong Kong Applied Science and Technology Research Institute Company Limited",309.3,304.8,300.4,310.1
2011,155,0,total,450.8,466.1,470.8,498.2
2011,156,1,Director of Bureau’s Office,12.2,11.8,11.8,11.7
2011,156,2,Primary Education,10833.8,11064.0,11064.5,11158.9
2011,156,3,Secondary Education,19282.4,19978.0,19845.8,21217.4
2011,156,4,Special Education,1403.5,1496.6,1507.6,1624.7
2011,156,5,Other Educational Services and Subsidies,2576.6,3063.9,3059.3,3341.2
2011,156,6,Vocational Education,1752.7,1696.5,1710.8,1736.5
2011,156,7,Policy and Support,1681.1,1909.3,2306.1,1959.8
2011,156,0,total,37542.3,39220.1,39505.9,41050.2
2011,158,1,Director of Bureau’s Office,10.3,12.1,10.6,12.5
2011,158,2,Land and Waterborne Transport,74.4,76.3,72.7,76.3
2011,158,3,Air and Sea Communications and Logistics Development,41.0,46.0,39.6,48.6
2011,158,0,total,125.7,134.4,122.9,137.4
2011,159,1,Water Supply,10.5,10.2,10.5,10.4
2011,159,2,Heritage Conservation,31.5,35.8,31.8,47.3
2011,159,3,"Greening, Landscape and Tree Management",8.7,28.5,31.1,47.3
2011,159,4,Intra-Governmental Services,166.3,184.7,172.5,211.7
2011,159,0,total,217.0,259.2,245.9,316.7
2011,160,1,Radio,188.7,214.7,201.5,239.1
2011,160,2,Public Affairs and General Television Programme,240.2,232.0,223.6,269.1
2011,160,3,School Education Television Programme,33.0,30.2,27.8,27.2
2011,160,4,New Media,20.8,20.3,21.6,27.7
2011,160,0,total,482.7,497.2,474.5,563.1
2011,162,1,Statutory Valuation and Assessments,242.4,256.9,248.1,267.2
2011,162,2,Collection and Billing of Rates and Government Rent,45.8,48.1,48.0,49.2
2011,162,3,Provision of Valuation and Property Information Services,71.9,72.8,69.2,69.7
2011,162,4,Landlord and Tenant Services,23.8,25.8,25.3,25.6
2011,162,0,total,383.9,403.6,390.6,411.7
2011,163,1,Electoral Services,72.5,247.2,206.6,411.9
2011,163,0,total,72.5,247.2,206.6,411.9
2011,166,1,Government Flying Service,251.1,553.5,245.0,558.8
2011,166,0,total,251.1,553.5,245.0,558.8
2011,168,1,Weather Services,183.1,182.0,182.5,187.3
2011,168,2,Radiation Monitoring and Assessment,23.6,24.1,24.3,23.6
2011,168,3,Time Standard and Geophysical Services,9.8,9.8,9.8,9.8
2011,168,0,total,216.5,215.9,216.6,220.7
2011,169,1,Compliance with Interception and Surveillance Legislation,10.8,13.9,13.7,17.1
2011,169,0,total,10.8,13.9,13.7,17.1
2011,170,1,Family and Child Welfare,1716.1,1792.0,1745.0,1852.6
2011,170,2,Social Security,28686.0,28266.6,28682.0,29363.5
2011,170,3,Services for Elders,3907.9,4067.8,3978.8,4331.3
2011,170,4,Rehabilitation and Medical Social Services,3239.8,3513.3,3324.0,3676.4
2011,170,5,Services for Offenders,292.9,306.2,290.6,304.3
2011,170,6,Community Development,152.2,148.9,150.4,150.4
2011,170,7,Young People,1534.4,1550.9,1535.0,1587.2
2011,170,0,total,39529.3,39645.7,39705.8,41265.7
2011,173,1,Student Assistance Scheme,3765.9,3559.3,4175.6,3955.7
2011,173,0,total,3765.9,3559.3,4175.6,3955.7
2011,174,1,Secretariat services for the following advisory bodies on civil service and judicial salaries and conditions of service— • Standing Commission on Civil Service Salaries and Conditions of Service • Standing Committee on Disciplined Services Salaries and Conditions of Service • Standing Committee on Directorate Salaries and Conditions of Service • Standing Committee on Judicial,23.4,20.0,19.2,19.2
2011,174,0,total,23.4,20.0,19.2,19.2
2011,180,1,Broadcast Monitoring and Regulation,52.7,32.0,33.0,33.1
2011,180,2,Film Classification and Control of Obscene and Indecent Articles,32.6,35.2,34.0,34.0
2011,180,3,Entertainment Licensing,11.7,11.8,11.8,11.9
2011,180,0,total,97.0,79.0,78.8,79.0
2011,181,1,Commercial Relations,88.2,92.0,90.3,98.1
2011,181,2,Trade Support and Facilitation,117.0,118.5,112.6,115.4
2011,181,3,Support for Small and Medium Enterprises and Industries,519.3,783.3,476.2,504.9
2011,181,0,total,724.5,993.8,679.1,718.4
2011,186,1,Planning and Development,223.9,229.4,224.7,274.3
2011,186,2,Licensing of Vehicles and Drivers,240.7,252.0,244.5,253.6
2011,186,3,District Traffic and Transport Services,351.2,360.5,350.3,361.8
2011,186,4,Management of Transport Services,244.3,378.7,276.0,354.7
2011,186,5,Transport Services for Persons with Disabilities,46.3,48.6,48.2,61.6
2011,186,0,total,1106.4,1269.2,1143.7,1306.0
2011,188,1,"Central Accounting, Collections and Payments",103.9,120.2,112.3,122.2
2011,188,2,"Payment of Salaries, Pensions and Benefits",101.2,104.1,103.7,105.8
2011,188,3,Accounting and Financial Information Systems,107.6,107.8,102.2,98.0
2011,188,4,Management of Funds,6.2,7.0,5.6,6.5
2011,188,0,total,318.9,339.1,323.8,332.5
2011,190,1,University Grants Committee,11539.4,10982.2,12094.8,11027.7
2011,190,0,total,11539.4,10982.2,12094.8,11027.7
2011,194,1,Water Supply: Planning and Distribution,5226.4,5415.9,5415.7,5583.4
2011,194,2,Water Quality Control,146.7,142.5,142.8,143.9
2011,194,3,Customer Services,385.6,385.9,385.3,391.5
2011,194,0,total,5758.7,5944.3,5943.8,6118.8
2012,21,1,Chief Executive’s Office,64.4,67.1,71.8,74.2
2012,21,2,Executive Council,18.0,18.1,18.4,18.9
2012,21,0,total,82.4,85.2,90.2,93.1
2012,22,1,"Agriculture, Fisheries and Fresh Food Wholesale Markets",192.3,212.3,218.5,1420.4
2012,22,2,Nature Conservation and Country Parks,479.9,509.7,515.9,531.0
2012,22,3,"Animal, Plant and Fisheries Regulation and Technical Services",218.9,242.2,243.2,260.4
2012,22,0,total,891.1,964.2,977.6,2211.8
2012,23,1,Auxiliary Medical Service,64.6,66.4,66.9,72.0
2012,23,0,total,64.6,66.4,66.9,72.0
2012,24,1,Regularity Audit,37.4,37.8,38.8,41.2
2012,24,2,Value for Money Audit,82.5,83.3,86.8,88.4
2012,24,0,total,119.9,121.1,125.6,129.6
2013,37,3,Health Promotion,273.2,363.5,360.3,357.2
2012,25,1,Monitoring and Advisory Services,198.7,203.4,213.2,213.4
2012,25,2,Facilities Upkeep,805.7,824.7,840.1,861.5
2012,25,3,Facilities Development,548.7,537.3,563.2,569.0
2012,25,0,total,1553.1,1565.4,1616.5,1643.9
2012,26,1,Trade Statistics,132.6,150.1,139.1,157.1
2012,26,2,Social Statistics,134.9,385.8,347.3,98.7
2012,26,3,National Accounts and Balance of Payments Statistics,66.5,72.0,70.3,78.8
2012,26,4,General Statistical Services,28.0,35.0,31.9,35.9
2012,26,5,Price/Industry/Service Statistics,121.9,120.0,120.3,133.7
2012,26,6,Labour Statistics,60.2,64.7,64.0,72.2
2012,26,0,total,544.1,827.6,772.9,576.4
2012,27,1,Civil Aid Service,78.3,81.7,82.5,88.4
2012,27,0,total,78.3,81.7,82.5,88.4
2012,28,1,Flight Standards,76.1,87.1,83.5,92.6
2012,28,2,Airport Standards,32.7,33.8,34.7,36.3
2012,28,3,Air Traffic Management,306.8,334.4,346.9,368.4
2012,28,4,Air Traffic Engineering and Standards,238.9,265.8,267.3,285.2
2012,28,5,Air Services,33.8,36.2,36.6,36.2
2012,28,6,Air Passenger Departure Tax Administration,1.5,1.5,1.5,1.6
2012,28,0,total,689.8,758.8,770.5,820.3
2012,30,1,Prison Management,1998.5,2096.5,2182.8,2210.8
2012,30,2,Re-integration,796.3,799.4,825.0,848.1
2012,30,0,total,2794.8,2895.9,3007.8,3058.9
2012,31,1,Control and Enforcement,1727.9,1847.7,1872.7,2042.2
2012,31,2,Anti-narcotics Investigation,146.3,146.0,155.1,156.6
2012,31,3,Intellectual Property Rights and Consumer Protection,225.0,254.8,262.9,275.0
2012,31,4,Revenue Protection and Collection,121.2,129.1,148.6,151.8
2012,31,5,Trade Controls,153.7,188.1,150.0,153.6
2012,31,0,total,2374.1,2565.7,2589.3,2779.2
2013,37,4,Curative Care,694.4,754.7,726.5,792.7
2012,33,1,Tourism and Recreational Development,36.5,38.7,38.5,41.0
2012,33,2,Port and Marine Facilities,171.2,178.2,181.4,187.7
2012,33,3,Provision of Land and Infrastructure,289.6,299.5,312.0,331.3
2012,33,4,Slope Safety and Geotechnical Standards,286.1,290.7,299.4,307.9
2012,33,5,Greening and Technical Services,110.6,107.7,109.6,113.2
2012,33,6,"Supervision of Mining, Quarrying and Explosives",51.3,52.8,57.7,61.4
2012,33,7,Management of Construction and Demolition Materials,673.9,1000.1,759.3,833.4
2012,33,8,Advice on Development Proposals,28.5,28.8,29.9,30.1
2012,33,0,total,1647.7,1996.5,1787.8,1906.0
2012,37,1,Statutory Functions,446.9,502.6,536.3,559.5
2012,37,2,Disease Prevention,1656.5,2241.6,1817.2,2415.9
2012,37,3,Health Promotion,243.2,292.8,319.9,363.5
2012,37,4,Curative Care,671.3,725.1,687.2,754.7
2012,37,5,Rehabilitation,78.8,82.3,86.8,88.8
2012,37,6,Treatment of Drug Abusers,132.1,132.4,137.1,137.0
2012,37,7,Medical and Dental Treatment for Civil Servants,730.9,886.5,840.8,974.4
2012,37,8,Personnel Management of Civil Servants Working in Hospital Authority,6.9,7.0,7.4,7.4
2012,37,0,total,3966.6,4870.3,4432.7,5301.2
2012,39,1,Stormwater Drainage,412.9,406.0,419.0,434.9
2012,39,2,Sewage Services,1398.5,1444.5,1467.9,1468.7
2012,39,0,total,1811.4,1850.5,1886.9,1903.6
2012,42,1,"Energy Supply; Electrical, Gas and Nuclear Safety",104.3,109.2,116.0,115.3
2012,42,2,Mechanical Installations Safety,48.1,51.7,54.7,60.5
2012,42,3,"Energy Efficiency and Conservation, and Alternative Energy",182.9,119.5,121.8,140.8
2012,42,4,Centralised Services and Special Support,67.4,65.0,67.4,68.3
2012,42,0,total,402.7,345.4,359.9,384.9
2012,44,1,Waste,1328.6,1441.5,1461.2,1695.6
2012,44,2,Air,587.9,558.6,554.7,626.7
2012,44,3,Noise,96.3,96.6,100.2,101.3
2012,53,2,Social Harmony and Civic Education,234.5,273.9,254.2,278.1
2012,44,4,Water,236.4,240.7,243.9,249.3
2012,44,5,Environmental Assessment and Planning,80.9,81.7,84.6,86.0
2012,44,6,Nature Conservation,6.4,6.4,6.6,6.7
2012,44,0,total,2336.5,2425.5,2451.2,2765.6
2012,45,1,Fire Service,2504.5,2641.4,2625.5,2772.7
2012,45,2,Fire Protection and Prevention,327.9,326.2,343.8,346.5
2012,45,3,Ambulance Service,1119.9,1237.6,1213.0,1279.7
2012,45,0,total,3952.3,4205.2,4182.3,4398.9
2012,46,1,General Expenses of the Civil Service,2641.8,2848.0,2732.7,2902.6
2012,46,0,total,2641.8,2848.0,2732.7,2902.6
2012,47,1,Use of IT in Government,469.8,470.6,496.5,501.2
2012,47,2,IT Infrastructure and Standards,45.4,45.7,48.1,48.5
2012,47,3,IT in the Community,65.2,141.3,110.6,76.8
2012,47,0,total,580.4,657.6,655.2,626.5
2012,48,1,Statutory Testing,141.6,156.5,157.8,168.2
2012,48,2,Advisory and Investigative Services,72.4,62.8,64.5,66.6
2012,48,3,Forensic Science Services,125.9,128.2,131.4,140.4
2012,48,0,total,339.9,347.5,353.7,375.2
2012,49,1,Food Safety and Public Health,736.2,824.9,807.9,845.4
2012,49,2,Environmental Hygiene and Related Services,2299.7,2387.0,2451.7,2657.2
2012,49,3,Market Management and Hawker Control,1327.5,1337.0,1391.5,1410.9
2012,49,4,Public Education and Community Involvement,23.4,23.9,23.7,23.7
2012,49,0,total,4386.8,4572.8,4674.8,4937.2
2012,51,1,Acquisition and Allocation,703.0,762.1,712.6,704.7
2012,51,2,Property Management,892.3,999.6,935.6,1022.9
2012,51,3,Estate Utilisation,35.5,38.8,37.3,41.2
2012,51,0,total,1630.8,1800.5,1685.5,1768.8
2012,53,1,Director of Bureau’s Office,10.6,10.9,11.0,11.0
2013,37,5,Rehabilitation,84.9,88.8,91.0,100.2
2012,53,3,"District, Community, and Public Relations",36.9,34.5,6537.8,44.0
2012,53,4,"Recreation, Sport and Entertainment Licensing",1553.2,93.8,7073.4,99.7
2012,53,5,Culture,1659.5,88.3,75.3,106.9
2012,53,6,"Subvention: HKSIL, HKAPA, HKADC and Major Performing Arts Groups",788.9,736.6,707.6,660.6
2012,53,7,Subvention: DLS and LASC,107.4,120.5,120.8,119.5
2012,53,0,total,4391.0,1358.5,14780.1,1319.8
2012,55,1,Broadcasting and Creative Industries,220.9,293.5,260.6,282.0
2012,55,2,Telecommunications,16.4,17.4,14.8,16.2
2012,55,0,total,237.3,310.9,275.4,298.2
2012,59,1,Procurement,44.4,52.3,52.1,53.0
2012,59,2,Supplies Management,57.1,68.6,71.2,72.0
2012,59,3,Land Transport,160.7,169.0,170.1,181.1
2012,59,4,Printing Services,201.3,209.6,202.6,233.4
2012,59,0,total,463.5,499.5,496.0,539.5
2012,60,1,Capital Projects,282.1,300.4,310.6,333.4
2012,60,2,District and Maintenance Works,1159.9,1157.0,1171.4,1202.5
2012,60,3,Railway Development,81.4,101.0,104.6,114.7
2012,60,4,Technical Services,661.6,672.1,680.5,709.7
2012,60,0,total,2185.0,2230.5,2267.1,2360.3
2012,62,1,Building Control,73.3,89.9,84.8,98.6
2012,62,2,Private Housing,17.3,18.3,36.3,34.1
2012,62,3,Appeal Panel (Housing),8.4,8.9,9.3,9.5
2012,62,4,Rehousing of Occupants upon Clearance,15.6,17.7,18.0,18.8
2012,62,5,Support Services,18.7,11.3,12.2,12.2
2012,62,0,total,133.3,146.1,160.6,173.2
2012,63,1,District Administration,599.9,670.7,675.3,710.3
2012,63,2,Community Building,912.2,835.1,841.8,891.8
2012,63,3,Local Environmental Improvements,180.1,208.8,190.2,220.2
2012,63,4,Licensing,44.7,47.3,49.6,51.5
2012,63,5,Territory Planning and Development,17.3,18.2,18.5,19.3
2012,63,0,total,1754.2,1780.1,1775.4,1893.1
2012,70,1,Pre-entry Control,211.2,221.4,227.0,242.6
2012,70,2,Control upon Entry,1553.6,1614.4,1647.9,1758.8
2012,70,3,Control after Entry,631.9,685.4,699.8,730.1
2012,70,4,Personal Documentation,521.7,532.5,533.0,561.5
2012,70,5,Nationality and Assistance to HKSAR Residents outside Hong Kong,18.2,18.3,19.0,19.2
2012,70,0,total,2936.6,3072.0,3126.7,3312.2
2012,72,1,Corruption Prevention,47.7,55.8,59.4,63.0
2012,72,2,Operations,588.9,630.7,626.8,660.8
2012,72,3,Preventive Education,65.6,67.7,70.5,74.6
2012,72,4,Enlisting Support,67.8,69.9,72.8,77.1
2012,72,0,total,770.0,824.1,829.5,875.5
2012,74,1,Public Relations Outside Hong Kong,83.9,86.1,80.6,86.5
2012,74,2,Local Public Relations and Public Information,155.1,159.8,169.3,176.8
2012,74,3,Public Opinion,18.5,19.8,20.3,20.7
2012,74,4,Civic Responsibility,40.4,45.7,41.8,45.2
2012,74,5,Publishing,57.3,64.5,61.1,66.5
2012,74,0,total,355.2,375.9,373.1,395.7
2012,76,1,Assessing Functions,826.1,949.4,913.3,1010.5
2012,76,2,Collection,129.1,136.7,138.9,147.6
2012,76,3,Investigation and Field Audit,171.5,182.1,183.6,194.0
2012,76,4,Taxpayer Services,21.1,22.1,22.6,23.8
2012,76,0,total,1147.8,1290.3,1258.4,1375.9
2012,78,1,Statutory Functions,72.3,74.8,77.2,90.6
2012,78,2,Protection of Intellectual Property,22.4,23.0,23.5,24.6
2012,78,0,total,94.7,97.8,100.7,115.2
2012,79,1,Investment Promotion,108.8,110.6,112.1,113.7
2012,79,0,total,108.8,110.6,112.1,113.7
2012,80,1,"Courts, Tribunals and Various Statutory Functions",772.7,861.9,803.4,914.9
2012,80,2,Support Services for Courts’ Operation,250.2,276.0,270.4,294.7
2012,80,0,total,1022.9,1137.9,1073.8,1209.6
2012,82,1,Buildings and Building Works,837.5,994.0,879.5,1085.7
2012,82,0,total,837.5,994.0,879.5,1085.7
2012,90,1,Labour Relations,114.4,123.7,121.1,130.6
2012,90,2,Employment Services,387.7,523.7,595.7,2123.2
2012,90,3,Safety and Health at Work,337.9,354.0,363.4,370.2
2012,90,4,Employees’ Rights and Benefits,234.5,297.0,269.8,306.3
2012,90,0,total,1074.5,1298.4,1350.0,2930.3
2012,91,1,Land Administration,1262.6,1326.5,1369.5,1426.2
2012,91,2,Survey and Mapping,416.0,427.1,449.6,456.2
2012,91,3,Legal Advice,51.7,56.5,57.1,61.5
2012,91,0,total,1730.3,1810.1,1876.2,1943.9
2012,92,1,Prosecutions,426.6,428.1,477.8,491.5
2012,92,2,Civil,357.7,418.5,455.9,551.4
2012,92,3,Legal Policy,63.7,74.1,71.6,81.1
2012,92,4,Law Drafting,78.6,82.0,79.5,88.1
2012,92,5,International Law,39.5,40.5,37.1,38.4
2012,92,0,total,966.1,1043.2,1121.9,1250.5
2012,94,1,Processing of Legal Aid Applications,82.5,86.5,89.1,92.5
2012,94,2,Litigation Services,611.3,656.3,587.1,655.2
2012,94,3,Support Services,28.8,30.4,33.5,34.9
2012,94,4,Official Solicitor’s Office,10.9,11.1,11.5,11.9
2012,94,0,total,733.5,784.3,721.2,794.5
2012,95,1,Recreation and Sports,2519.8,2715.3,2820.5,2978.3
2012,95,2,Horticulture and Amenities,665.8,663.9,688.3,739.9
2012,95,3,Heritage and Museums,589.8,612.4,635.1,657.1
2012,95,4,Performing Arts,863.0,862.2,891.8,936.0
2012,95,5,Public Libraries,754.2,776.2,781.3,835.5
2012,95,0,total,5392.6,5630.0,5817.0,6146.8
2012,96,1,Commercial Relations,140.8,144.4,145.7,147.3
2012,96,2,Public Relations,110.0,106.4,106.2,107.4
2012,96,3,Investment Promotion,48.3,48.5,48.4,48.8
2012,96,0,total,299.1,299.3,300.3,303.5
2012,100,1,Infrastructure,41.1,41.3,44.4,44.4
2012,100,2,Port Services,337.0,385.9,374.4,390.4
2012,100,3,Local Services,91.7,92.6,97.3,99.4
2012,100,4,Services to Ships,67.7,70.5,77.0,77.9
2012,100,5,Government Fleet,388.7,398.6,392.4,401.9
2012,100,0,total,926.2,988.9,985.5,1014.0
2012,112,1,Members’ Offices and Remuneration,149.3,152.1,152.0,181.4
2012,112,2,Council Business Services,223.7,291.5,293.0,287.0
2012,112,3,Legal Service,32.4,40.4,42.8,39.0
2012,112,4,Redress System,17.9,21.8,21.0,18.2
2012,112,5,Library Services and Archives,17.0,29.5,28.6,25.1
2012,112,6,Corporate Liaison and Education and Visitor Services,9.1,31.7,33.3,35.1
2012,112,0,total,449.4,567.0,570.7,585.8
2012,114,1,Complaints Administration,89.1,89.4,94.2,94.7
2012,114,0,total,89.1,89.4,94.2,94.7
2012,116,1,Official Receiver’s Office,119.3,136.3,129.7,148.2
2012,116,0,total,119.3,136.3,129.7,148.2
2012,118,1,Territorial Planning,87.1,83.7,83.7,89.2
2012,118,2,District Planning,277.1,297.0,307.0,326.1
2012,118,3,Town Planning Information Services,15.9,16.1,16.5,24.6
2012,118,4,Technical Services,84.1,82.7,84.3,88.6
2012,118,0,total,464.2,479.5,491.5,528.5
2012,120,1,Public and Judicial Service Pension Benefits,17997.5,19741.9,20026.9,23064.3
2012,120,2,War Memorial Pensions/Volunteer Pensions,29.4,30.5,29.0,29.0
2012,120,0,total,18026.9,19772.4,20055.9,23093.3
2012,141,5,Subvention: Skills Centres,88.4,90.3,96.6,93.7
2012,121,1,Police Complaints Administration,28.5,35.2,36.1,37.9
2012,121,0,total,28.5,35.2,36.1,37.9
2012,122,1,Maintenance of Law and Order in the Community,6274.4,6409.2,6679.9,6854.7
